STARS,SP_TYPE,RA,DEC,J,H,K,Ks,L,M,Lp,Mp,source
Hip026545,B8V,84.6814,-40.7074,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026551,B0,84.6901,-2.59969,7.104,7.226,7.264,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026561,B7IV-V,84.7193,2.86178,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026574,B1Vne,84.7417,28.4601,7.41,7.244,6.989,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026579,B5V,84.7562,-2.649,8.121,8.106,8.104,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026581,B3V,84.76,-5.19444,7.818,7.867,7.892,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026594,B3IIIe,84.7965,4.12147,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026602,B4,84.8176,-17.8494,6.521,6.574,6.59,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026606,B2IV-V,84.8263,29.2152,99.0,99.0,5.371,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026612,B3Vn,84.8545,-11.2102,8.147,8.267,8.238,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026621,B8V,84.8769,-40.6841,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026623,B7V,84.8785,-9.70661,6.727,6.798,6.777,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026634,B7IV,84.9123,-34.0741,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026640,B3IV,84.9341,25.8971,99.0,5.502,5.515,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026642,B8V+...,84.9363,-20.4352,7.059,7.058,7.095,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026644,B9,84.9385,4.43458,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026648,B8V,84.9545,1.49175,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026656,B9,84.9809,-3.3305,8.175,8.203,8.196,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026674,B9.5V,85.0267,-31.2458,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026677,B9,85.0399,19.6803,7.246,7.244,7.189,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026683,B3Vn,85.0564,-1.46258,7.744,7.747,7.784,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026693,B8,85.0822,-3.42706,6.785,6.73,6.731,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026694,B5,85.0841,-2.43561,7.845,7.884,7.87,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026697,B6V,85.1052,-4.42122,8.27,8.329,8.298,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026704,B9,85.1288,-10.433,7.493,7.44,7.367,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026713,B1.5V,85.1554,-2.82525,6.665,6.742,6.787,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026725,B9Vn,85.1873,-25.6727,8.924,9.031,8.978,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026728,B9.5IIIp,85.1925,-10.4087,6.684,6.769,6.741,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026736,B2IV-V,85.2113,-1.12878,99.0,5.499,5.538,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026742,B2IV,85.2349,-1.50719,7.315,7.427,7.426,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026755,B8V,85.2604,-25.5074,8.297,8.383,8.394,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026766,B8,85.2839,-3.63256,8.156,8.203,8.246,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026777,B3IV...,85.3238,16.5342,99.0,99.0,5.192,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026781,B8IV,85.3374,29.4875,6.538,6.623,6.627,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026785,B2V,85.3433,-6.93519,7.791,7.874,7.885,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026792,B8,85.3578,9.19836,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026796,B9.5V,85.3622,-33.4007,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026816,B1.5V,85.41,-2.25903,7.4,7.42,7.295,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026821,B4/B5III,85.423,-16.7258,6.429,6.537,6.519,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026836,B8p,85.4782,23.3263,6.6,6.649,6.666,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026845,B...,85.4973,29.5226,8.048,7.937,7.836,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026852,B9,85.5109,27.7707,7.759,7.76,7.733,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026868,B9/B9.5V,85.5633,-34.6679,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026870,B8,85.5734,2.36719,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026876,B4V,85.5888,-8.13339,8.068,7.978,7.892,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026908,B8,85.6919,-4.63619,7.643,7.644,7.524,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026919,B9IV,85.7108,-45.2355,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026925,B9,85.7237,18.9804,6.614,6.699,6.656,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026928,B9,85.7347,5.23581,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026939,B5V,85.7524,-2.31261,7.612,7.383,7.255,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026943,B8/B9III,85.7576,-42.8481,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026944,B9,85.7584,22.6757,8.279,8.308,8.324,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026964,B2.5Ve,85.8312,23.2044,5.755,5.784,5.678,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026971,B8,85.8497,5.35867,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026982,B9,85.8771,18.1454,8.52,8.558,8.555,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026992,B8,85.9023,6.88853,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026998,B1Vpe,85.9128,25.4396,6.351,6.269,5.985,99.0,99.0,99.0,99.0,99.0,Isaac
Hip026999,B9,85.9138,-8.93775,7.784,7.927,7.889,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027007,B9,85.9324,-0.938667,8.204,8.154,8.069,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027016,B9,85.9542,27.2961,7.722,7.724,7.736,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027017,B8,85.9573,26.4263,8.851,8.914,8.908,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027023,B8,85.9718,21.9519,8.044,7.942,7.714,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027029,B9,85.998,6.91519,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027039,B5,86.0203,29.5014,7.999,8.027,7.985,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027088,B5...,86.1573,29.0166,7.749,7.783,7.775,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027093,B9...,86.1811,3.83142,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027102,B9V,86.2097,-22.5061,8.133,8.044,7.945,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027103,B3V,86.2111,-21.6592,7.201,7.309,7.295,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027110,B9,86.2315,26.3424,7.208,7.229,7.247,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027115,B8,86.2521,6.35042,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027146,B9,86.3214,13.7085,8.285,8.28,8.227,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027160,B8V,86.3681,-60.7219,8.494,8.522,8.555,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027180,B9,86.4027,28.6944,8.409,8.439,8.439,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027191,B9,86.4551,18.7924,7.213,7.212,7.167,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027204,B1IV/V,86.4995,-32.3064,5.75,5.909,6.014,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027217,B9,86.526,10.102,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027241,B9,86.6063,-4.00739,7.392,7.309,7.197,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027250,B8V,86.6287,-12.7288,8.078,8.142,8.195,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027265,B8IIIMNp...,86.6895,15.8225,6.011,6.093,6.105,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027303,B5III,86.7691,-28.6389,6.503,6.572,6.573,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027312,B9,86.7913,29.4307,7.704,7.763,7.745,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027335,B9V,86.8523,-53.9966,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027342,B8/B9V,86.8642,-15.2522,7.334,7.377,7.43,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027345,B9,86.8748,4.10019,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027364,B2IV-V,86.9287,13.8996,99.0,5.652,5.653,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027368,B6V,86.945,-6.435,7.958,7.966,7.992,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027390,B5,87.0087,12.4184,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027395,B8,87.0267,-6.12939,8.347,8.3,8.282,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027402,B9,87.0434,-8.38364,7.433,7.454,7.506,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027421,B9Vn,87.0932,20.8695,6.066,6.142,6.132,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027428,B9,87.1202,17.4335,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027442,B9,87.1607,23.7855,8.0,8.101,8.035,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027447,B3II,87.1723,28.3246,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027452,B8,87.1915,0.725556,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027453,B8,87.1971,11.9972,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027456,B8,87.2041,27.3638,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027459,B3:pe:,87.2235,29.1361,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027480,B9,87.2824,4.2125,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027486,B9,87.3033,21.1361,7.208,7.279,7.253,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027505,B5V,87.3584,-37.1851,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027511,B9IV,87.3872,12.6514,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027534,B6V,87.4731,-66.9012,99.0,5.49,5.447,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027544,B9,87.492,14.8802,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027545,B9,87.4935,0.153333,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027566,B9.5V,87.57,-79.3615,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027573,B9,87.5994,4.95675,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027587,B9,87.6244,13.3834,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027590,B9,87.6345,18.0264,7.81,7.927,7.895,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027614,B9,87.7027,14.4434,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027627,B9,87.7374,22.5056,8.275,8.302,8.286,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027657,B9,87.8401,-11.6462,7.317,7.341,7.384,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027658,B2IV-V,87.8416,-7.518,99.0,5.848,5.927,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027659,B9,87.8426,8.4885,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027665,B9V,87.8648,-17.9018,8.249,8.301,8.262,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027676,B8III,87.8874,28.0922,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027697,B9,87.967,19.5214,7.322,7.351,7.408,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027703,B9,87.9884,-7.31008,8.02,8.038,8.083,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027743,B9p...,88.0929,14.1718,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027746,B9,88.097,20.6964,8.086,8.152,8.037,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027747,B9V,88.0975,19.8679,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027805,B9,88.2605,16.3457,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027808,B3V,88.2754,26.4454,7.575,7.575,7.242,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027810,B5V,88.2787,-33.8014,99.0,5.37,5.265,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027829,B9V,88.3293,20.2991,6.722,6.768,6.777,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027850,B1Vnne,88.3796,25.7422,7.516,7.355,7.412,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027851,B8,88.3903,24.287,8.114,8.118,8.127,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027854,B9,88.3972,1.74325,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027861,B9,88.4236,-5.70472,7.057,6.991,7.001,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027869,B9,88.4622,6.54694,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027881,B2V,88.4994,26.4225,7.819,7.684,7.542,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027884,B5,88.5139,-6.75231,8.504,8.472,8.527,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027919,B9,88.6197,8.05436,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027929,B1.5V,88.6445,-4.06472,6.928,7.019,7.039,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027933,B9,88.6526,11.4856,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027934,B9,88.656,15.5077,7.905,7.926,7.904,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027937,B3V,88.6713,-49.6271,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027962,B9...,88.731,5.86081,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027965,B2V,88.7362,19.7496,6.164,6.312,6.306,99.0,99.0,99.0,99.0,99.0,Isaac
Hip027979,B9,88.7518,21.406,8.237,8.281,8.293,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028033,B1II,88.9177,27.7157,6.469,6.465,6.408,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028060,B8/B9V,88.9954,-31.5321,6.732,6.754,6.788,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028064,B5,89.0023,12.9628,8.11,8.169,8.184,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028067,B9,89.0082,11.5219,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028076,B8,89.0302,-3.80608,7.547,7.498,7.456,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028142,B2V,89.2108,16.3551,7.402,7.497,7.543,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028170,B9,89.2844,19.2168,7.897,7.988,7.998,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028199,B2.5IV,89.3842,-35.2833,99.0,99.0,4.766,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028202,B9,89.391,13.708,7.807,7.823,7.783,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028207,B9V,89.3999,-41.1049,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028209,B3Vn,89.4075,-40.1279,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028211,B8IV,89.4149,-15.4061,7.316,7.367,7.34,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028213,B9,89.4162,-1.82031,8.669,8.698,8.627,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028220,B5,89.4425,25.1721,8.243,8.218,8.187,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028237,B1Ib,89.4986,25.9539,99.0,99.0,4.99,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028238,B8,89.5012,24.6171,7.544,7.559,7.512,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028244,B9II,89.5309,28.1869,7.646,7.518,7.402,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028270,B9,89.6002,29.627,7.574,7.534,7.512,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028278,B9,89.6288,-10.8398,7.521,7.601,7.53,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028289,B9,89.6668,16.5977,7.203,7.262,7.221,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028322,B8V,89.7573,-51.2232,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028345,B9,89.8438,13.7353,7.927,7.91,7.922,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028370,B8IIIn,89.9073,-1.44406,6.678,6.735,6.692,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028381,B9,89.9309,-2.33581,8.7,8.701,8.733,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028421,B9V,90.0327,-0.501778,7.781,7.757,7.764,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028425,B8,90.0407,19.9909,8.038,8.173,8.121,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028433,B9,90.0716,12.6114,6.754,6.796,6.806,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028453,B8,90.1131,-7.58972,8.5,8.532,8.628,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028486,B9V,90.2072,-21.1483,8.533,8.532,8.615,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028489,B9IIIp,90.2126,-42.8705,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028500,B9Iab,90.2519,27.5724,99.0,99.0,5.139,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028509,B9,90.2734,16.9915,7.591,7.656,7.621,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028510,B2III:e,90.2745,23.339,6.892,6.771,6.663,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028513,B3Ib,90.2819,23.3049,5.926,5.778,5.637,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028515,B9.5V,90.2874,-36.4689,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028538,B9,90.3709,13.1316,7.821,7.86,7.872,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028543,B8,90.3806,3.18653,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028561,B8V,90.4235,22.4011,6.364,6.458,6.45,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028574,B5III,90.4601,-10.5979,99.0,99.0,5.145,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028585,B9,90.5189,-6.81581,8.913,8.958,8.872,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028609,B8V,90.5713,1.69406,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028613,B9V,90.5938,1.08928,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028624,B8,90.6488,7.69886,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028649,B2V,90.7474,28.677,7.694,7.777,7.786,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028662,B9.5V,90.7848,-36.8729,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028673,B9,90.8133,12.6177,7.404,7.434,7.472,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028676,B9,90.8236,11.1361,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028691,B8V,90.864,19.6906,99.0,99.0,5.365,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028697,B8,90.8914,26.5291,6.747,6.792,6.737,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028708,B8,90.9506,18.2648,7.493,7.537,7.521,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028716,B2Iavar,90.9799,20.1385,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028718,B5,90.9922,2.86436,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028730,B9IV/V,91.0254,-15.6814,8.082,8.126,8.108,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028739,B9.5III,91.0466,-13.6895,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028744,B2Vne+,91.0563,-6.70894,99.0,99.0,4.755,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028756,B2V,91.0845,-32.1727,6.075,6.203,6.206,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028794,B8/B9V,91.1931,-17.9563,7.93,8.006,7.996,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028800,B9.5V,91.2046,-19.4901,8.162,8.2,8.215,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028802,B5,91.2123,16.6598,8.034,8.096,8.167,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028809,B9,91.2343,-5.34303,7.887,7.893,7.864,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028818,B9,91.2593,2.11031,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028882,B9,91.4691,5.73794,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028894,B9,91.5037,12.4794,7.573,7.613,7.58,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028903,B9,91.5261,13.537,8.412,8.479,8.478,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028904,B2Ib,91.5273,28.9348,6.676,6.585,6.517,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028920,B9V,91.5651,27.9347,8.461,8.466,8.448,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028923,B8/B9V,91.5758,-31.6707,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028939,B8V,91.6205,27.0556,8.477,8.546,8.508,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028944,B9V,91.6431,-22.1448,8.064,8.128,8.16,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028949,B5IV,91.6614,-4.19383,99.0,5.625,5.634,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028973,B3V,91.7162,-11.1736,6.986,7.074,7.091,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028981,B5,91.7344,-3.34119,7.134,7.247,7.207,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028992,B4Vnn,91.7653,-34.312,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip028998,B9,91.7788,23.0539,8.318,8.336,8.341,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029014,B9,91.8334,26.6822,7.041,7.119,7.072,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029027,B9,91.864,8.27056,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029034,B8:IV,91.8818,-37.2529,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029037,B9,91.8924,-3.60336,7.985,7.999,7.992,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029038,B3IV,91.893,14.7685,99.0,99.0,4.817,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029041,B1V,91.912,21.8732,7.2,7.226,7.184,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029044,B9,91.9162,27.8599,8.534,8.577,8.613,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029075,B9,91.9975,25.4564,8.566,8.595,8.587,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029081,B8,92.0202,23.738,7.874,7.898,7.884,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029106,B2.5V,92.0755,13.9715,8.089,8.189,8.202,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029115,B3,92.0982,-6.54864,7.928,7.9,7.794,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029120,B1V,92.1095,-5.33958,8.011,8.023,8.041,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029121,B2V,92.114,13.9309,8.801,8.861,8.886,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029126,B1V,92.1265,13.9711,7.062,7.183,7.215,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029127,B1V,92.1334,13.9669,8.676,8.752,8.776,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029129,B8II,92.1443,-44.3562,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029131,B8IV,92.1649,-42.8067,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029134,B8V,92.1847,-68.8434,99.0,99.0,5.191,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029136,B7V,92.1938,-43.8122,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029138,B9V,92.196,8.66944,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029148,B2V,92.2356,24.3599,7.972,7.988,7.98,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029155,B9IV/V,92.2544,-82.1576,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029165,B8V,92.28,-15.7016,7.69,7.702,7.687,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029177,B5,92.3314,-3.79478,8.616,8.68,8.703,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029178,B9Vn...,92.3342,-18.1263,6.353,6.439,6.442,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029195,B9V,92.3738,-46.3477,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029201,B0V,92.3901,-5.06675,7.765,7.72,7.648,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029212,B8,92.4068,4.71761,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip029213,B4V,92.4077,-59.5222,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
