STARS,SP_TYPE,RA,DEC,J,H,K,Ks,L,M,Lp,Mp,source
Hip060735,B9V,186.715,-32.8301,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060761,B8/B9III,186.819,-55.7349,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060771,B8IV,186.854,-63.789,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060782,B8III,186.876,-76.6652,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060786,B8V,186.88,-55.8229,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060823,B3V,187.01,-50.2306,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060855,B8/B9V,187.094,-39.0411,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060859,B8V,187.105,-62.0757,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060905,B3V,187.229,-61.8709,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060912,B8V,187.253,-83.8027,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060944,B5Ib,187.38,-66.8605,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060949,B9IV,187.411,-58.6089,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060965,B9.5V,187.467,-16.5151,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip060974,B2,187.481,-64.79,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061038,B9V,187.653,-44.3673,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061066,B9V,187.734,-75.4008,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061079,B9V,187.772,-59.5408,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061115,B8III,187.88,-60.8851,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061146,B9.5V,187.956,-56.1205,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061166,B8IV,188.008,-56.2884,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061193,B5V,188.082,-78.1941,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061199,B5V,188.117,-72.133,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061202,B8V,188.124,-59.8968,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061229,B9IV,188.2,-72.373,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061257,B9V,188.301,-52.0828,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061266,B8III,188.336,-57.7164,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061294,B3/B4IV,188.392,-66.1171,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061324,B8V,188.459,-58.1157,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061338,B9.5V,188.526,-53.7736,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061431,B1Ib,188.819,-72.7169,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061479,B9V,188.959,-61.8409,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061501,B9.5IV/V,189.021,-84.2748,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061506,B9II,189.031,-62.8441,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061537,B9IV,189.109,-67.171,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061538,B7IV/V,189.111,-67.3027,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061549,B8IV/V,189.176,-67.214,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061585,B2IV-V,189.296,-69.1355,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061613,B8III,189.391,-58.0887,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061626,B8V,189.463,-57.8656,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061634,B9III/IV,189.5,-70.6636,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061638,B9.5V,189.53,-59.923,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061670,B9IV:,189.633,-47.9428,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061703,B1Ia,189.718,-67.1931,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061737,B9.5V,189.81,-69.542,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061738,B8Vn,189.811,-75.3706,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061787,B8V,189.963,-67.0407,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061789,B8II/III,189.969,-39.9873,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061796,B8V,189.983,-66.5111,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061808,B8III/IV,190.006,-59.5864,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061819,B9V,190.036,-63.4534,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061829,B8V,190.067,-69.7292,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061833,B8III/IV,190.071,-71.6452,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061861,B9.5IV,190.175,-60.9131,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061884,B9IV/V,190.214,-27.7132,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061888,B9IV,190.224,-70.4205,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061898,B8V,190.262,-58.2538,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061948,B9.5IV/V,190.448,-55.9109,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip061966,B6IV,190.486,-59.6858,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062023,B9III/IV,190.7,-58.4789,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062025,B8/B9III,190.706,-66.4577,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062026,B9V,190.708,-55.947,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062027,B2pe,190.709,-63.0586,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062050,B9IV,190.772,-77.3511,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062058,B9Vn,190.788,-56.1762,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062128,B8/B9V,190.994,-36.3491,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062149,B1Ib-II,191.071,-61.3946,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062193,B9V,191.203,-64.9644,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062205,B9.5V,191.239,-65.3192,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062224,B8V,191.293,-56.3291,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062322,B2V,191.57,-68.1081,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062327,B3V,191.595,-56.4888,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062426,B9V,191.902,-71.6834,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062448,B8V,191.974,-24.8517,6.487,6.498,6.49,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062451,B6V,191.981,-71.5961,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062464,B9III,192.013,-68.2762,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062483,B9V,192.069,-44.7188,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062522,B9III,192.196,-43.7154,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062555,B6IV,192.26,-65.5932,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062566,B5IV,192.292,-39.7171,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062587,B2III,192.378,-71.7315,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062624,B9.5IV,192.481,-64.6137,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062671,B9.5V,192.634,-71.6229,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062683,B9V,192.672,-33.9993,99.0,99.0,4.896,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062711,B9.5V,192.773,-55.4089,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062717,B9V,192.79,-50.0884,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062722,B8Ia,192.8,-69.6452,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062773,B8Vp,192.961,-31.2019,6.93,6.988,6.968,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062786,B7/B8V,192.987,-39.6804,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062820,B8IV,193.095,-49.5988,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062823,B8V,193.104,-58.7469,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062829,B0.5III,193.128,-52.6673,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062894,B9Ia,193.341,-60.3285,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062913,B3Ib:,193.407,-60.3571,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062916,B9.5/A0V,193.416,-71.2735,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062931,B5Ia,193.454,-60.3762,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip062953,B3Ib,193.499,-60.3354,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063003,B2IV-V,193.649,-57.1779,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063005,B5Vne,193.654,-57.1686,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063007,B4Vn,193.663,-59.1467,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063045,B5Vn,193.779,-42.2909,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063073,B9V,193.857,-73.9686,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063170,B0.5Ia,194.141,-64.3609,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063206,B0.5Ib,194.249,-59.7425,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063210,B8V,194.268,-51.1987,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063225,B9,194.329,-8.91081,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063250,B2Ib,194.401,-49.7806,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063258,B1II/III,194.437,-60.8877,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063275,B7III,194.504,-59.0843,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063277,B1/B2II/III,194.504,-61.0553,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063365,B7/B8III,194.756,-63.6406,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063422,B7IV/V,194.951,-55.9123,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063424,B9,194.958,-55.915,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063465,B7V,195.071,-66.8478,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063475,B9Ib/II,195.104,-58.9498,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063489,B3Ib,195.131,-60.3754,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063541,B6V,195.313,-44.7518,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063554,B9IV,195.347,-62.9251,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063563,B8/B9IV,195.394,-72.3493,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063565,B6III(n),195.395,-60.6714,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063576,B0Ib,195.423,-60.0764,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063649,B9IV,195.68,-72.4318,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063658,B5IV,195.698,-60.7429,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063688,B1.5IIIne,195.772,-71.4757,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063695,B8V,195.796,-56.1106,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063749,B9III,195.973,-70.2684,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063795,B9III,196.125,-48.1328,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063802,B1Ia,196.154,-61.7103,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063813,B8III,196.187,-69.9873,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063819,B9.5V,196.197,-58.5848,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063821,B1Ib,196.206,-63.4914,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063832,B9V,196.238,-57.0558,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063945,B5V,196.57,-48.4633,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip063991,B0.5III:,196.701,-65.2121,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064004,B1.5V,196.728,-49.9062,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064033,B9IV+...,196.851,-59.8605,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064042,B9III,196.878,-53.6674,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064047,B9V,196.895,-73.5857,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064053,B8V,196.91,-53.4597,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064075,B9V,196.972,-52.5244,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064087,B8IV,197.004,-56.3848,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064223,B9III/IV,197.435,-56.7679,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064272,B1Ib:,197.589,-61.4725,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064301,B8Vn,197.685,-64.5256,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064324,B1Ia,197.766,-59.7458,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064327,B7V,197.778,-54.1666,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064359,B2IVpe,197.873,-55.3568,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064406,B9IV,198.01,-56.9573,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064425,B8V,198.073,-59.9205,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064458,B8III,198.184,-65.2914,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064491,B8V,198.283,-70.1517,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064501,B6V,198.309,-72.544,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064515,B9V,198.347,-50.6998,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064529,B9III/IV,198.396,-63.1028,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064531,B9.5V,198.401,-74.0215,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064554,B6V,198.476,-77.4592,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064555,B9.5III,198.483,-71.8441,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064563,B9IV,198.509,-64.8787,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064565,B9.5IV,198.514,-58.3171,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064578,B2Vpe,198.548,-63.3737,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064622,B4V:ne,198.67,-38.6516,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064658,B8II/III,198.81,-37.425,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064661,B8V,198.812,-67.8946,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064664,B9.5III,198.824,-59.7929,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064665,B4III,198.826,-70.4779,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064667,B2/B3III,198.829,-57.2588,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064716,B1V,198.964,-63.8843,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064722,B9,198.991,21.3819,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064734,B8V,199.016,-50.8966,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064736,B8IV/V,199.019,-46.6908,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064863,B9III,199.431,-60.4159,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064867,B9V,199.436,-47.5899,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064876,B9IV,199.481,-68.4956,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064892,B9V,199.521,-44.0553,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064896,B1Ia,199.529,-63.6871,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064910,B9III,199.575,-57.3003,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064918,B9V,199.596,-43.6075,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064940,B8III,199.68,-49.8783,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064951,B9.5/A0V,199.701,-79.976,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip064987,B7III,199.799,-56.2791,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065020,B5III,199.929,-30.3324,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065021,B9V,199.931,-67.3643,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065033,B8II/III,199.961,-61.9691,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065066,B9V,200.054,-53.4734,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065112,B6V,200.158,-52.7478,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065129,B0.5Ia,200.201,-55.8007,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065158,B8/B9IV,200.293,-51.6711,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065173,B9.5V,200.345,-39.9899,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065178,B9V,200.358,-43.6343,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065181,B3V,200.37,-67.5369,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065186,B8V,200.383,-60.8089,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065207,B9IV/V,200.453,-55.417,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065223,B3III,200.497,-49.9127,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065233,B2/B3III/IV,200.526,-57.6895,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065234,B8IV,200.527,-70.5471,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065236,B1III,200.531,-60.185,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065247,B2.5Ib,200.568,-52.1829,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065271,B3V,200.658,-60.9884,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065289,B6V,200.719,-72.1467,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065303,B6IV,200.761,-48.5628,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065389,B9.5V,201.005,-53.5908,8.708,8.796,8.729,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065398,B6III/IV,201.057,-67.3153,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065475,B2IVn,201.301,-51.8418,8.014,8.097,8.13,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065492,B5V(n),201.339,-59.7815,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065519,B9V,201.454,-47.5251,8.689,8.716,8.723,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065529,B9.5m...,201.499,-27.4692,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065543,B9III,201.539,-62.5606,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065585,B8V,201.693,-74.1888,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065601,B9.5III/IV,201.757,-35.619,8.419,8.462,8.481,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065619,B9V,201.807,-58.2859,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065628,B9V,201.827,-74.6917,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065630,B3IV,201.836,-49.3813,6.441,6.544,6.531,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065647,B9III,201.882,-63.8172,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065681,B8V,202.006,-61.0625,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065688,B8V,202.02,-33.276,8.436,8.5,8.463,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065694,B9V,202.033,-54.1653,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065702,B9.5V,202.065,-54.5094,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065722,B8Ib/II,202.109,-60.3862,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065745,B9III,202.157,-64.2444,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065752,B9,202.178,-64.2523,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065755,B8V,202.195,-69.6271,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065777,B1.5Iab,202.273,-63.874,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065798,B9IV/V,202.317,-45.5378,6.557,6.601,6.603,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065811,B9IV/V,202.365,-54.0487,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065815,B9V,202.376,-64.46,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065820,B9V,202.4,-45.4827,8.625,8.703,8.72,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065848,B1Vpe,202.477,-65.502,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065865,B9.5V,202.503,-76.5732,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065965,B9V,202.879,-46.7352,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip065977,B9V(n),202.907,-51.7716,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066012,B9IV,203.007,-67.5714,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066021,B9IV,203.038,-42.7031,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066050,B8V,203.126,-69.1638,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066056,B9IV,203.134,-62.3441,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066153,B1III,203.404,-62.3176,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066178,B3IV/V,203.459,-66.0784,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066236,B8III,203.621,-48.2721,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066253,B0Ib,203.681,-63.3354,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066278,B9III,203.761,-58.8031,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
Hip066298,B9V,203.813,-52.64,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,Isaac
